MaterialID,MTitle,MShared,MaterialType,MDCGSID_ENname
133025,Toyota's Woven City: The Future of Living ,Adult and Non-share,Adult,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
133107,SS_OUP_The World's Most Extraodinary Buildings,Share,Adult,Everyday Language
133112,SS_OUP_Lisbon a European Port City,Share,Adult,Everyday Language
134061,World News - 12/06/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134077,World News - 12/09/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134079,Business News - 12/10/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134088,World News - 12/13/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134091,Business News - 12/13/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134100,World News - 12/16/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134108,World News - 12/20/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134118,Chapter 3 Instruction texts  [TutorABC MDSS],Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134119,Chapter 4 Argument texts  [TutorABC MDSS],Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134120,Chapter 5 Explanation texts,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134121,Chapter 6-1 Classification texts [TutorABC MDSS],Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134123,Business News - 12/20/2020,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
134131, [TutorABC MDSS] Phonics Spelling: Part A-Lesson 1,Share,Adult,"Travel and Transportation/**/Housing, Home, and Community/**/Beauty and Cosmetics/**/AI & Big Data/**/Cross-Cultural Communication/**/People and Relationships/**/Geography and Weather/**/TOEIC/**/Management/**/Countries, Cities, and Towns/**/AI&Big Data/**/Politics, Government, and Law/**/Everyday Language/**/Money Management/**/Business, Industry and Finance/**/Shopping and Style/**/Soft Skills in the Workplace/**/Careers and Jobs/**/Nature/**/Family Education/**/History & Culture/**/Fashion/**/Green Living/**/Countries, Cities and Towns/**/Art & Entertainment/**/Plants and Animal/**/E-commerce/**/Culture, History, and Religion/**/Training, Education and School/**/Self-Improvement/**/New Marketing/**/Arts and Entertainment/**/Sports and Recreation/**/Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Aerospace and Aviation/**/Real Estate Investment/**/Literature/**/Science, Technology, and Computers/**/Housing, Home and Community/**/Food and Cooking/**/Fun/Interesting stuff"
